AL,1,6.428571428571429,1580.0
AL,2,7.571428571428571,1626.0
AL,11,8.714285714285714,1554.0
AL,12,8.428571428571429,1570.0
AL,13,6.571428571428571,1532.0
AL,14,6.857142857142857,1594.0
AL,15,5.857142857142857,1482.0
AL,16,9.428571428571429,1570.0
AL,17,9.142857142857142,1454.0
AL,18,7.0,1506.0
AL,19,9.714285714285714,1470.0
AL,20,7.0,1388.0
AL,3,7.714285714285714,1616.0
AL,21,12.285714285714286,1456.0
AL,22,11.0,1434.0
AL,23,9.285714285714286,1480.0
AL,24,9.142857142857142,1364.0
AL,25,10.714285714285714,1494.0
AL,26,10.142857142857142,1380.0
AL,27,9.428571428571429,1378.0
AL,28,7.285714285714286,1456.0
AL,29,9.428571428571429,1446.0
AL,30,7.571428571428571,1450.0
AL,4,8.0,1594.0
AL,31,9.571428571428571,1414.0
AL,32,5.285714285714286,1420.0
AL,33,5.714285714285714,1492.0
AL,34,9.285714285714286,1444.0
AL,35,9.0,1448.0
AL,36,11.142857142857142,1428.0
AL,37,7.428571428571429,1488.0
AL,38,9.857142857142858,1542.0
AL,39,9.285714285714286,1420.0
AL,40,8.857142857142858,1436.0
AL,5,5.714285714285714,1772.0
AL,41,9.714285714285714,1510.0
AL,42,7.428571428571429,1410.0
AL,43,13.285714285714286,1496.0
AL,44,11.285714285714286,1468.0
AL,45,10.428571428571429,1576.0
AL,46,14.142857142857142,1546.0
AL,47,9.0,1614.0
AL,48,7.714285714285714,1568.0
AL,49,7.0,1670.0
AL,50,8.428571428571429,1674.0
AL,6,9.142857142857142,1738.0
AL,51,11.0,1782.0
AL,52,7.571428571428571,1716.0
AL,7,9.142857142857142,1768.0
AL,8,5.571428571428571,1508.0
AL,9,7.857142857142857,1592.0
AL,10,9.428571428571429,1616.0
AR,1,7.428571428571429,984.0
AR,2,7.428571428571429,1036.0
AR,11,6.0,1010.0
AR,12,6.285714285714286,878.0
AR,13,7.142857142857143,1068.0
